id,text,task
5796,esa bestia no estudió periodismo tiene un título de universidad de garage,violencia política de género
5797,justiciera de escritorio,no violencia política de género
5798,tan preocupada la borreguita porque no preocupas también por los crímenes en el tiempo del ladrón correa ahí se va la memoria sinvergüenza,violencia política de género
5799,lo importante es trabajar por manabí que se vean resultados que no exista amarre con el agro necesita apoyo gubernamental escaso lastimosamente en este gobierno,no violencia política de género
5800,felicitaciones doña rosa bien expresado su reclamo,no violencia política de género
5801,poner un tweet no es lucha,no violencia política de género
5802,los robolucionarios son un circo de mala reputación caretuca,violencia política de género
5803,también haga la investigación de la corrupción en la robolución así independiente para caiga quien caiga,no violencia política de género
5804,por que no se pone trabajar en beneficio del pueblo ecuatoriano se deja se meter en chismes de c cinera,no violencia política de género
5805,así como ustedes no pueden fiscalizar los coimeros delincuentes de unes,no violencia política de género
5806,no shunsha una ley no es la solución,violencia política de género
5807,excelente su trabajo mi estimado asambleísta le pido por favor se gestione para la continuación de la obra del muelle pesquero de la parroquia crucita del cantón portoviejo aquel muelle es tan esperado importante para fomentar fuentes de trabajo la economía paea crucita,no violencia política de género
5808,ahí si no abrió la boca,no violencia política de género
5809,no hace falta tu ley mordaza la gente elige que ver no,no violencia política de género
5810,el agro necesita atención,no violencia política de género
5811,el burro hablando de orejas,no violencia política de género
5812,burrocratas inutiles,no violencia política de género
5813,sigues con todo tu corazón un tipo que insultó hombres mujeres por igual durante años sólo por no estar de acuerdo con él,no violencia política de género
5814,pide que se entreguen los ladrones delincuentes prófugos de tu partido en especial mameluco violador de muchachitos ahora desvías la atención hecha la honorable madre teresa,no violencia política de género
5815,excelente,no violencia política de género
5816,el que tiene trollcenter con miles de personas es rafael correa su táctica dividir dividir al país metiendo cizaña lawfare todo político,no violencia política de género
5817,sea se van coordinar más,no violencia política de género
5818,qué tiene que ver la ley de comunicación estas situaciones están contempladas estrictamente en el código de trabajo,no violencia política de género
5819,este tipo de personajes ya necesitan un descanso realmente en su momento aportaron con su profesión pero ese comportamiento necesita terapia se le pegó lo que tanto criticó,no violencia política de género
5820,han hecho ustedes en la asamblea parte de turistear,no violencia política de género
5821,todos sabemos que lo que pasa es la herencia correista de haber entramado el pais al narcotrafico a la violencia,no violencia política de género
5822,más menos como uds sus criadas sino que no hay cámaras,no violencia política de género
5823,el problema no solo que no tienen respuestas sino que además se atreven mentir de forma vergonzosa principalmente,no violencia política de género
5824,guacharnaco las guacharnacas kekekekeke,no violencia política de género
5825,interesante mas alla de la comunicación el medio digital que debería hacerse desde el iess el ministerio de trabajo quien debería regular los derechos de trabajadores,no violencia política de género
5826,tu no representas la ley borrega descerebrada carrillo no asistirá escuchar tus estupideces así que quédate con las ganas,violencia política de género
5827,no solo en los medios sino en todas las dependencias trabajos universidades colegios siempre hay esa gente que se cree mejor insulta tal cual,no violencia política de género
5828,el caso aún continúa está vez la asambleísta hace un llamado al rastreo del teniente sospechoso del femicidio de la abogada una investigación independiente es lo que se necesita,no violencia política de género
5829,todos los que somos gente de bien no los queremos por ser sinvergüenzas ineptos para hacer leyes en contra de delincuencia cuántos casos de muertes de mujeres han habido pero en ninguna de los ha visto unes reclamar,no violencia política de género
5830,si vale gabardina como ustedes zurdos sátrapas,no violencia política de género
5831,la politiquería no tiene escrúpulos aprovecharse de la desgracia ajena para montar un show mediático es imperdonable buscar sobresalir con estos temas antes que con un buen trabajo no es admisible,no violencia política de género
5832,exacto,no violencia política de género
5833,cuándo le ponen el mismo enfasis con la mujer policía que fue baleada por delincuentes cuándo salen pedir justicia para ella también todos ustedes los de unes son un sinvergüenzas indolentes ante la delincuencia que vive el país,no violencia política de género
5834,fanática patética,violencia política de género
5835,quien dijo una vez gordita horrorosa mashicon prohibido olvidar,no violencia política de género
5836,cállate pendeja chch jaja,violencia política de género
5837,tic toc tic toc tic reloj no marque las horas puede demorar pero llega,no violencia política de género
5838,la desaparición de ortega ocurrió el pasado de septiembre en tulcán carchi la policía encontró el cuerpo sin vida de la mujer ocho día después en una quebrada en este caso porque no reclaman será porque no fue de alianza país unes,no violencia política de género
5839,los corruptos también lloran sufren,no violencia política de género
5840,el problema de tu lógica borrega es que generalizas toda la policía como si el problema se encuentra dispersado en cada uno de los gendarmes,violencia política de género
5841,denunciemos el en vivo de hoy para que se acabe la farsa,no violencia política de género
5842,no señora no si uno no le gusta las actuaciones de un periodista simplemente cambia de canal de video le deja de seguir por redes sociales censura es propia de regímenes totalitarios corruptos no más cane,no violencia política de género
5843,que renuncien listo deja de meterte dónde no te llaman,no violencia política de género
5844,jajajaja la plena que eres ingenuo pero ingenuo hasta la estupidez,no violencia política de género
5845,idiotizados mas bien,no violencia política de género
5846,la lucha es desigual estamos indefensos pero no hay que perder el optimismo lo lograremos,no violencia política de género
5847,exacto si ves que todos lo saben rata de mierda ya déjanos en paz,no violencia política de género
5848,oiga usted ya no se acuerda de furukawa cuando correa entregó una condecoración esa empresa que luego se comprobó que tenía sus empleados en condiciones de esclavitud uds ahora vienen posar de defensores se pasan de caretucos compañerita,no violencia política de género
5849,no ha habido incremento lo mismo está,no violencia política de género
5850,estamos en con vicepresidenta de la comisión ocasional del caso para hablar sobre la comparecencia de autoridades procesos ejecutados tras el femicidio de bernal mira la entrevista,no violencia política de género
5851,demon el pueblo los eligió para trabajar no para vagar,no violencia política de género
5852,otro respaldando el troll center,no violencia política de género
5853,que brillante deducción ustedes sinvergüenzas corruptos qué han hecho para cambiar el país no han sido capaces de crear una sola ley para generar empleo peor aún no son capaces de crear leyes para dar seguridad los ecuatorianos son lo peor de este país,no violencia política de género
5854,lionel es tu único argumento no te da para más es enserio el único argumento que tiene el troll center de es insultar no mas preguntas su señoría,no violencia política de género
5855,ya colaboren no se reproduzcan borregos hptas,no violencia política de género
5856,ya por favor les pedikos correistas no se reproduzcan de verdad tenemos ya tanto dsscerebrado que ya es mejor que se vayan venezuela allá tienen un maburro igual ustedes,no violencia política de género
5857,siguen con la cantaleta,no violencia política de género
5858,recuérdenos si usted también pidió una investigación por parte de equipos independientes para cada una de las muertes sin resolver durante el correato en ese momento no era conveniente ahora sí gracias compañerita es para un deber,no violencia política de género
5859,cuales son las prioridades gastan la plata en funcionarios para hacer discursos mienten no lo hacen bien pero no hay plata para seguridad educación salud atención la guardan debajo del colchón para que,no violencia política de género
5860,que tipejo este villavicencio un traidor del pueblo ecuatoriano además ladrón corrupto,no violencia política de género
5861,no pues la defensora del pueblo,no violencia política de género
5862,una ley mordaza dices tú esto se castiga dejando de ver el material de este tipejo no silenciando todos,no violencia política de género
5863,qué dificil situación en la que estamos pero vencerá el bien sobre el mal,no violencia política de género
5864,qué vrg un hombre defendiendo semejante clase de persona das pena mijo das pena,no violencia política de género
5865,eres un narcisista engreído hubiese deseado estar en alguna entrevista hace décadas para ubicarte publicamente yo tengo memoria desde fuistes esbirro la mafia manabita ministro t celebrabas tus cumpleaños en la gabarra de bahía malcriado irrespetuoso,no violencia política de género
5866,legislar las personas no se puteen es un error típico de los socialistas eso no se legisla se aprende en casa se llama cuna por otro lado por jefe que sea me putean asi mínimo le dejó sin dientes eso también se llama cuna autoestima adiós,no violencia política de género
5867,ya viste cómo nos maltrató todos los ecuatorianos la bestia esa quien sigues dijiste hiciste algo ante eso qué descarada doble moral eres,no violencia política de género
5868,un equipo independiente debe investigar todo el narcorreismo,no violencia política de género
5869,los otros casos de feminicidio porque en este si se indignan en los otros no,no violencia política de género
5870,jajajajaja carroñera es lo es usted su magestad,violencia política de género
5871,una ley equilibrada que tampoco asalte con multas exhorbitantes,no violencia política de género
5872,para hacer popo,no violencia política de género
5873,también respondan ustedes los de unes la comaie sobre la destrucción de quito también sobre todos los precios altos de los víveres que pagamos durante el paro no seas cínica,violencia política de género
5874,esta noche será lo mismo con el jefe,no violencia política de género
5875,osea no fue cáceres,no violencia política de género
5876,ahora se entiende que se junto el hambre con la necesidad la posta con los de unes para ustedes lo que dice la posta es periodismo investigativo su favor si esto fuera encontrá de su jefe seria prensa corrupta que falta de moral que tiene,no violencia política de género
5877,para eso rogaban derogar la ley de comunicación para poder decir mil huevadas al aire,no violencia política de género
5878,calla payasa,violencia política de género
5879,no se soy solo yo pero esa no es la voz real de ese man,no violencia política de género
5880,esa no es la voz de ese man,no violencia política de género
5881,enserio trabaja,no violencia política de género
5882,con al misma energía quiero verle pidiendo justicia para esta víctima,no violencia política de género
5883,dice el adagio popular cría cuervos te sacarán los ojos ahí está la horma de sus zapatos cuando hacían espíritu de cuerpo defendiendo tuvieron la oportunidad ahora se jactan de fiscalizadores tan falso como la,no violencia política de género
5884,manga de vagos as no hacen nada en favor de la población únicamente pasan como el perro del hortelano impresentables,no violencia política de género
5885,en la parlamentaria expresa que la gente no quiere vivir en el desorden sino progresar desarrollar mejorar por eso se debe evolucionar en estos proyectos de ley,no violencia política de género
5886,por una asamblea como esta hay que eliminarla si los periodistas dan vergüenza imaginate los asambleístas,no violencia política de género
5887,existe subcomisión para el narcotrafico crimen organizado,no violencia política de género
5888,la política debe tener sincronía con el mundo real para que necesitamos un gobernador que independientemente de la persona que sea es un parapeto meramente decorativo de la administración pública,no violencia política de género
5889,cómo van crear leyes si ellos son los delincuentes saludos,no violencia política de género
5890,fuera carlos ochoa fuchi fuchi,no violencia política de género
5891,payasa oportunista,violencia política de género
5892,pura p j hablan de activar mesas bla bla bla desactiven el coip que ustedes mismos aprobaron cínicos,no violencia política de género
5893,solo veo likes parece que su labor no fue buena,no violencia política de género
5894,asco literal como se agarra de lo pueden para darse propaganda es lo peor de la politica porq no hacen lo mismo por los cientos de femicidios al año suceden en el pais me olvide como esto se hizo viral les da mas propaganda,no violencia política de género
5895,cuando los derechos de los trabajadores era lo que menos interesaba más aún se usaba la fuerza pública para ejercer diferentes tipos de violaciones pero en ese momento dónde estabas parásito socialista,no violencia política de género
5896,no estoy de acuerdo con las groserías de carlos vera pero no es motivo suficiente para tener el mamotreto de ley,no violencia política de género
5897,qué asco ese bagre,violencia política de género
5898,ustedes son mayoría hasta el momento no han trabajado en una ley que nos proteja de los delincuentes hasta cuándo,no violencia política de género
5899,la su comisión de ínfimo nivel tampoco debe meterse dizque investigar peor aún después de quedar en evidencia la porquería que intentaron hacer,no violencia política de género
5900,lo deben en ningún lado eso es un abuso de poder que debe ser sancionado eso no es libertad de expresión,no violencia política de género
5901,no se sera como el chorrerismo,no violencia política de género
5902,exija no haga tanta lámpara mejor dicho hagan algo en gratitud quienes los eligieron,no violencia política de género
5903,como la comisión de la verdad para rafa el hecho de que la mayoría de ecuatorianos no seamos activos en la política no significa que aprobamos las barbaridades que hacen ustedes en las elecciones van saber de nosotros,no violencia política de género
5904,cuando el encantador de borregos decía basuras en la ladratinas ahí si vale,no violencia política de género
5905,metanle preso al capo que devuelva lo robado,no violencia política de género
5906,acompañamos la legisladora en la presentación de su propuesta de reformas la enfocadas en erradicar la violencia en contra de las parlamentarias aplaudo esta iniciativa que promoverá la participación de niñas jóvenes mujeres en la política,no violencia política de género
5907,sería un señor alcalde por eso vota todo,no violencia política de género
5908,no has entrado una sala de operaciones,no violencia política de género
5909,como trataba su patrón sus empleados a cualquiera cuando osaban en contradecirlo,no violencia política de género
5910,ahh carlos tú le das de comer esta inmundicia del socialismo la mayoría de los que están en contra de tu reacción no solo putean sus colaboradores como los asesores de asambleístas sino que les cobran diezmo las puteadas se hacen fuera del aire dormidito alonso,no violencia política de género
5911,se asusta de vera no del prepotente que tiene como jefe cuanta doble moral,no violencia política de género
5912,malvinas británicas desde argentina no tiene ningún reclamo,no violencia política de género
5913,mejor no hagas tiktoks,no violencia política de género
5914,decirle que lea la legisladora es arar en el mar solo lee redes sociales,no violencia política de género
5915,esta bien punteado si el trabajador es un idiota no solo eso debería déjale sin trabajo por idiota,no violencia política de género
5916,ya es hora que hagan algo porque tanto abandono,no violencia política de género
5917,luego nos reunimos con el presidente de la entre otr la pta del ecuador argentina la secretaria gracias ecuador por apoyar siempre nuestro reclamo sigue hilo,no violencia política de género
5918,que conveniente no,no violencia política de género
5919,piden seguridad los latin kings descarados,no violencia política de género
5920,primero arregla tus problemitas con la contraloria eres de verdad una payasa,violencia política de género
5921,los burócratas aprueban que haya más burocracia,no violencia política de género
5922,ándate la mierda idiota,violencia política de género
5923,escucha aprende deja de ser repugnante,violencia política de género
5924,par de corruptas siempre engañando al pueblo,violencia política de género
5925,cuando se luchara por algo tan importante como es el número máximo de alumno que debe haber en un aula de clases es titánico para un docente que haya alumnos en una sola aula de clase lo ideal es máximo alumnos,no violencia política de género
5926,intensa actividad por con la visita de ecuador en la nos reunimos primero con la encabezada por su pte su vicepta también se habló sobre la cooperación antártica abro hilo,no violencia política de género
5927,el grillete,no violencia política de género
5928,guarda silencio el que tiene rabo de paja no se acerque al fuego ponte trabaja que para eso te pagamos no para que estés encontrando los errores de otros sin acordarte de los tuyos,no violencia política de género
5929,las noticias los protagonistas que marcan la jornada informativa míralos en con míranos por,no violencia política de género
5930,en cambio tu patrón era cama nalga chocolate no especialmente cuando venía bosé ese si era buen empleador miserables parásitos con plata ajena pasaron de ser pata al suelo tremendos gamonales,no violencia política de género
5931,mandaron la mierda las autoridades,no violencia política de género
5932,pero los insultos en sabatinas eran con amor,no violencia política de género
5933,pero si tu jefe les prohibió sus peonas asambleístas ir la asamblea por hablar jaja,no violencia política de género
5934,que nivel de pendejismo con razón piensan que fue un buen presidente,violencia política de género
5935,esa no es tarea de la asamblea uds crear modificar derogar leyes es puro figureteo incluida usted corresponde al ejecutivo dar seguridad que no la tenemos los ecuatorianos por una mala gestión de lasso ubiquese señora,no violencia política de género
5936,cuando te piensas operar los dientes,no violencia política de género
5937,ahí está una muestra de lo que son ustedes sarta de vulgares delincuentes,no violencia política de género
5938,cállate sinvergüenza no le defiendo al gobierno te acuerdas de la ley de uso progresivo de la fuerza mogigata,violencia política de género
5939,eso pasa en muchas empresas hay jefes prepotentes igual peor es mejor cambien las leyes laborales veces por la necesidad de trabajo toca aguantarse cada espécimen incluso unos que ni jefes son pero son peores que jefes,no violencia política de género
5940,payasa farsante corrupta,violencia política de género
5941,estos asesinatos cuando investiga fue en la epoca de la decada robada ahora le da amnesia sinvergüenzas,no violencia política de género
5942,promuevan colaboradores con elevado sentido de profesionalismo ustedes critican el reclamo de un jefe que quiere hacer bien su trabajo pero complacen el roben bien caraduras,no violencia política de género
5943,como no se van sentir encantados entre delincuentes,no violencia política de género
5944,vergüenza ajena el no saber quiénes son el estado el estado somos todos el gobierno es otra cosa así como uds ya año medio nada de nada uds entre uds se comen en esa asamblea,no violencia política de género
5945,delincuente grilletera el día que admiren alguien decente se acaba el mundo,violencia política de género
5946,ustedes quieren ley de comunicación para que la prensa no les diga lo corruptos que son,no violencia política de género
5947,seguro,no violencia política de género
5948,tu pana la holguin la compinche se fueron rusia pasear cuando tengan algo de moral abre la bocota,no violencia política de género
5949,ya derogatoria la tabla de drogas usted que dicexque trabaja por la niñez juventud,no violencia política de género
5950,sencillo este canalla de debe estar muerto de la risa ustedes son pobres no como los rockefeller yo porque podemos clases de como ser delincuente en,no violencia política de género
5951,que han hecho ustedes por devolver lo robado,no violencia política de género
5952,en guayaquil hay unos casinos prostíbulos clandestinos no solo en lugares marginales también en urbanizaciones kennedy norte vía samborondon vía salitre vía la costa se sorprenden de que hagan sacrificios animales fking chuck norris,no violencia política de género
5953,recuerdo bien porque mí papá veía todos los días contacto directo varias veces dió espectáculos vergonzosos cómo estos,no violencia política de género
5954,cuenteles como le dio la espalda una legitima protesta social fue complice de muertes de la situacion actual del pais,no violencia política de género
5955,son buenas noticias tengo la fe que va trabajar muy bien por este sector que tanta injusticia vive,no violencia política de género
5956,qué les sorprende sí en la televisión dijo cosas parecidas sus entrevistados deberían sancionarlo con ejemplaridad pida disculpas públicas al trabajador,no violencia política de género
5957,esquizofrenico,no violencia política de género
5958,importante por resolución de la comisión se creo la subcomisión de seguimiento compromisos del ministerio la cual me honro en presidir por el gracias por la confianza,no violencia política de género
5959,pero si en el gobierno de tu corrupto hermano el pròfugo de la justicia se protegìan los violadores de niños tenìan al padre del vicepresidente que uds defienden que era un violador contumaz ustedes son un peligro para los niños adolescentes,no violencia política de género
5960,jajajajajajajjaa,no violencia política de género
5961,ver morticia por qué no hacen lo mismo con el caso de lisbeth baquerizo no les conviene verdad,no violencia política de género
5962,dígale su hermano delicuente prófugo alias rafael correa deje de desestabilizar el país ya se termina el del problema,no violencia política de género
5963,capaz que no le queda de otra aguantar terrible pero cierto,no violencia política de género
5964,su patrón cómo trataba la gente a sus subalternos alzaba la voz amenazaba al que no estaba de acuerdo con él,no violencia política de género
5965,muy bien ya es hora que brinden seguridad,no violencia política de género
5966,sinverguenzas les roban el futuro de esos todos los niños del país tienes la cara para hacer esto,violencia política de género
5967,junto nuestras compañeras legisladoras en la comisión de de la presentamos el proyecto de ley para eliminar las zonales desconcentrar la administración pública de varias entidades del estado,no violencia política de género
5968,patan que vergüenza,no violencia política de género
5969,jajajajaja quieron regular cómo hasta cómo reacciona la gente pero díganles pónganse trabajar en leyes favor para combatir la inseguridad ahí si se son lo que son inútiles,no violencia política de género
5970,lo que anhela el país es que se larguen que devuelvan todo lo robado si vergüenzas,no violencia política de género
5971,ya dejen descansar en paz la mujer pueden hacer lo que quieran no va revivir dejen de gastar recursos de los ecuatorianos en comisiones pendejas que no conducen nada es un problema de la justicia que ellos se encarguen,no violencia política de género
5972,así tan eficiente deberías ser con el resto de femicidios,no violencia política de género
5973,nos gobiernan unas bestias ignorantes debería darte vergüenza,no violencia política de género
5974,la pobreza la corrupción la delincuencia nos llevan al peso los vagos de la asamblea estan pendientes de webadas el dia nacional de la marimba la plena que somos un pais de mierda que se puede esperar si esta dominado por las ratas de unes psc,no violencia política de género
5975,hasta el momento creo que nada siguen vulnerando los derechos de los trabajadores las empresas de seguridad no les importa nada mi me deben dos meses de trabajo es un empresa de ibarra hasta el día de hoy se digna en pagarme puse la denuncia en el mdt no se presentaron,no violencia política de género
5976,lucha contra su misma gente,no violencia política de género
5977,alonso sácale la chucha,no violencia política de género
5978,jajajajja mamarrachos,no violencia política de género
5979,jajajajaja cortadas por la misma tijera entonces,no violencia política de género
5980,es un crimen pasional no hay donde perderse ustedes son unas ladillas que pretenden echar más leña al fuego para ensuciar aún más la institución policial no hay donde perderse,no violencia política de género
5981,solidaricese con todos aquellos que han sufrido este tipo otros tipos de maltrato laboral no solo porque lo viste por tv internet despiertese,no violencia política de género
5982,por cierto por que no se pronuncian sobre el caso de david romo urgente,no violencia política de género
5983,algún psicólogo que la aconseje,no violencia política de género
5984,entre seudo socialista todo esta bien roben pero roben bien frase celebre un partido de izquierda,no violencia política de género
5985,hagan lo que hagan se les acaba la teta sin el prófugo no son nada,no violencia política de género
5986,un poquito sinica usted indiferentemente quien esté en el gobierno díganos ha cumplido van cumplir simplemente se van pasar obstaculizando las cosas ganando plata de nuestros impuestos sin hacer nada sabe eso es corrupcio eso es robo al estado no al pueblo,no violencia política de género
5987,pobre bebe ojalá no le robes la ropa,no violencia política de género
5988,gustitos ni para payasa sirve,violencia política de género
5989,el papá del inaceptable,no violencia política de género
5990,a r n a,no violencia política de género
5991,basura verde flex,violencia política de género
5992,si muy mal esa actitud de ahí ver estas incendiarias atacarlos en nombre del respeto los ddhh hipócritas,violencia política de género
5993,ni lo van ha encontrar,no violencia política de género
5994,en que centro universitario se graduó este vulgar majadero de periodista,no violencia política de género
5995,se van combatir uds mismos eso no se lo cree nadie,no violencia política de género
5996,lady lotería supuestamente no es prohibido poner las caras de menores en fotografías de campaña política,no violencia política de género
5997,sabandija eres marcelita aprovechadora,violencia política de género
5998,con sin grillete,no violencia política de género
5999,lasisistas de mierda atendeeeeer,violencia política de género
6000,desde la asamblea no hay una lucha frontal contra el crimen organizado no lo mencionan miran para otro lado,no violencia política de género
6001,la as mociona la aprobación de la resolución planteada misma que se aprueba por unanimidad,no violencia política de género
6002,as indica que esta comisión se caracteriza por velar los derechos humanos considera que cuando un tema religioso está por encima de los derechos implica una alerta entonces es un tema que llama la reflexión para la defensa de las libertades de grupos vulnerables,no violencia política de género
6003,ojalá esto se aclare de una vez yesseña por el bien de todos fuerza en esta gestión,no violencia política de género
6004,el respeto es algo que no se obliga en una ley es de valores principios un poquito de amor respeto tus semejantes,no violencia política de género
6005,esta se queja de otros en fin la hipotenusa,no violencia política de género
6006,la asamblea pues nada solo sabotear cualquier propuesta del ejecutivo se deben una agenda partidista,no violencia política de género
6007,pobres odiadores ojalá le recibieran así su presidente ahí le pifean vergüenza internacional,no violencia política de género
6008,los no te conocen te creen pero eres una rovolucionaria más mejor diganos como hacerse millonaria,no violencia política de género
6009,pero si tú le robaste la ilusión miles de niños niñas deportistas cuando saqueaste fedeguayas,no violencia política de género
6010,si vamos por eso el demente prófugo con sentencia ejecutoriada debería haber estado tras las rejas hace mucho junto la vicky otros borrega vaga,violencia política de género
6011,los borregos están idiotizados por esa secta de mierda entonces se olvidan pero no preocupen se les hace acuerdo los idiotas,no violencia política de género
6012,wwwoooooowww que notición que descubrimiento tan fantástico digna única capacidad de una asambleísta bravo,no violencia política de género
6013,entre ese túnel que son las cárceles si encuentra alguna luz para saber quiénes son los que descuartizan incineran los presos ellos están en un espacio rodeados de policías militares esas vidas no cuentan para usted,no violencia política de género
6014,urgente es que te pongas trabajar producir leyes urgente,no violencia política de género
6015,no aborigen con traje de marca lo que hizo vera es detestable cae en otro ámbito muy distinto al de la ley de comunicación si hubieras estudiado aunque sea la secundaria no estarías de borrega repetidora de consignas impartidas por la banda de delincuentes estudia mujer,violencia política de género
6016,ahora que veo la lista de robulucionarios que aprobaron las reformas que critica son ya la voy publicar para que el cólico social deje de criticar,no violencia política de género
6017,ver correístas por qué no usan iza para conformar un movimiento de protestas contra la policía por ahí va la cosa todos detestamos la poli qué esperan para movilizar más gente contra esta institución podrida,no violencia política de género
6018,lo no queremos es regresen los corruptos,no violencia política de género
6019,ese tema es privado idiota si no le gusta que renuncie ya de ninguna manera justifico el trato si fuera mi caso le meto un puñete me largo pero es un tema privado si fuera por tratar mal tu patrón tendría otro juicio más la cola estúpida,no violencia política de género
6020,realmente esta bien eso pero deben comenzar con voluntad política delatar cada uno de los asambleístas de cualquier partido politico coludidos por todo tipo de actos de corrupción vínculos con mafias ya la asamblea anterior nos quedó debiendo hasta hora se espera,no violencia política de género
6021,de paso de averiguando esto también vea,no violencia política de género
6022,cual es la conexión entre la ley de comunicación las emputadas de vera que fastidio de esta gente,no violencia política de género
6023,les han dado cuerda ahora solo pasan pegados en las redes pero las ridiculeces ya son cosa de los correistas solitos se lanzan flores porque nadie más ve las payazadas,no violencia política de género
6024,se instaló la sesión de para debatir el proyecto de ley de prevención protección atención integral de las personas que padecen diabetes estuvo presente nuestra legisladora,no violencia política de género
6025,la vía intervalles debería arreglar en lugar de dedicarse hacer el ridic tik tok,no violencia política de género
6026,tal para cual,no violencia política de género
6027,para cuando le mete el mismo enfasis con la desaparición del chico romo lo suyo solo es vitrina política,no violencia política de género
6028,exelente,no violencia política de género
6029,solo que aprueben la ley donde eeuu apoye en la lucha contra el narcotráfico,no violencia política de género
6030,amor geriátrico,no violencia política de género
6031,si no recuerdo el gobierno mando una carpeta con unas leyes de seguridad que ustedes amablemente no aceptaron porque perjudicaba notablemente usted a sus jefes haga memoria ustedes solo sirve para ha de show baratos juicios políticos para nada más,no violencia política de género
6032,las leyes laborales protegen al señor alonso no vengan poner de pretexto la ley de comunicación usted es asambleísta debería darle vergüenza exigir una ley cuando es su obligación trabajar en ello,no violencia política de género
6033,para gustarle,no violencia política de género
6034,si los asambleístas van estar trabajando por la seguridad ya nos jodimos mas,no violencia política de género
6035,no justifico el mal trato de vera su empleado pero estos ascos de la asamblea rasgándose las vestiduras lo que nos faltaba vayan jugar con bolas de,no violencia política de género
6036,se pierde el tiempo escuchandole este payaso prepotente estos creen que viven en el feudalismo dónde la mayoría del pueblo ecuatoriano somos siervos ignorantes mediocridad absoluta,no violencia política de género
6037,recibe los asambleístas quienes presentaron sustentaron el proyecto de ley orgánica reformatoria varias leyes para la desconcentración efectiva del estado,no violencia política de género
6038,una moción para que metan preso este delincuente prófugo,no violencia política de género
6039,se llaman leyes laborales si existen por si acaso,no violencia política de género
6040,pero no sería propuesta de trabajo sería solución lo que dejaron dañando ustedes mismo en el país durante la década robada digo digo sólo digo,no violencia política de género
6041,calla calla muda está,violencia política de género
6042,como usan el tema los vagos asambleístas nada más rastrero,no violencia política de género
6043,es parte del narcocorreismo,no violencia política de género
6044,mientras exista imparcialidad objetividad bienvenidos sean,no violencia política de género
6045,jajaja el público lo regula automaticamente no jodas,no violencia política de género
6046,el puede portase así porque está en el gobierno del encuentro donde se encuentran patanes delincuentes por doquier,no violencia política de género
6047,metan también ahí el crimen del general gabela sin temor alguno,no violencia política de género
6048,ese pigmeo siempre fue así,no violencia política de género
6049,dice que los reglamentos de trabajo no son aprobados en las coordinaciones de los ministerios sino en quito buscamos viabilizar la desconcentración para que la administración central cuente con una dependencia en cada provincia expresó,no violencia política de género
6050,ni en los medios ni en ningún lado se merece que un trabajador sea tratado de esa manera,no violencia política de género
6051,comisión sobre comision igual nada el problema necesita soluciones ya,no violencia política de género
6052,que quieres que haga llorona tu amo no respetaba ni las damas,violencia política de género
6053,los derechos de los trabajadores que la robolución ciudadana pisoteo en su tiempo para eso si se hicieron los giles,no violencia política de género
6054,no te metas,no violencia política de género
6055,tu patrón como trataba las personas ya no te acuerdas desmemoriada,no violencia política de género
6056,porqué no ha legislado sanciones,no violencia política de género
6057,la nueva canción del mashi los candidatos candidatas,no violencia política de género
6058,para espantar los espíritus chocarreros,no violencia política de género
6059,ya no jodan mas con eso la mato cáceres punto,no violencia política de género
6060,asustados las ratas,no violencia política de género
6061,cuando el prófugo insultaba eso si estaba bien,no violencia política de género
6062,marcela por favor de pasito soluciona el caso gavela valdiviezo otros como tu dices que tu trabajo es exigir la verdad justicia viva marcela la justiciera,no violencia política de género
6063,bien puteado,no violencia política de género
6064,animal amorfo rastrero entiérrate,no violencia política de género
6065,avoca conocimiento del proyecto de reforma la ley orgánica de la función legislativa de la autoría de la asambleísta,no violencia política de género
6066,en se avoca conocimiento formal del proyecto de ley orgánica reformatoria al código administrativo que viabiliza la desconcentración de autoría de la asambleísta,no violencia política de género
6067,hablé mejor de esto porqué lo dejo así,no violencia política de género
6068,ustedes deben respuesta la falta de legislación que sancione la corrupción violenta dentro de todas las instituciones del estado,no violencia política de género
6069,te encanta por pilla,violencia política de género
6070,de la policía no han dicho nada puro show político utilizan el dolor de una madre un hijo para sus fines políticos definitivamente la política da,no violencia política de género
6071,a quien atacó el ministro acaso tiene el gobierno los ministros cuidar las nalgas de los funcionarios públicos caso contrario memeluco correa le hubieran impedido bajar los pantalones al joven en carondelet las orgidrogafiestas después de las charlatinas,no violencia política de género
6072,cuando tú patrón las basureo tus colegas no dijiste nada ridícula ponte trabar,violencia política de género
6073,así es,no violencia política de género
6074,cuando no se tiene la talla no hablo de tamaño es de esa forma como se compensan humillando los demás,no violencia política de género
6075,ayyy fernanda joda la suya si ídolo el prófugo debería estar preso entonces además de por pillo por insolente majadero deje de llorar por pendejadas,no violencia política de género
6076,presenta un proyecto de ley,no violencia política de género
6077,estará de ver si el informe dice algo de las pistas clandestinas las narcovalijas las bases radares bajados etc aunque ya se sabe que no dirá nada de esto,no violencia política de género
6078,en una entrevista al presidente de la asamblea también lo insultó con palabras soeces,no violencia política de género
6079,cínica ahora quiere fiscalizar la deuda ojalá diga que paso durante los años de correa no,violencia política de género
6080,enano bobo hijo bobo,no violencia política de género
6081,por lo que ve en este video carlos vera podría ser el nuevo secretario de comunicación de pinochasso,no violencia política de género
